"FECHA,""Tipo de cambio - TC Interbancario (S/ por US$) - Venta"""
23Feb11,2.79014285714286
24Feb11,2.78057142857143
25Feb11,2.77685714285714
28Feb11,2.77514285714286
01Mar11,2.77657142857143
02Mar11,2.77528571428571
03Mar11,2.77014285714286
04Mar11,2.77
07Mar11,2.76985714285714
08Mar11,2.77114285714286
09Mar11,2.76971428571429
10Mar11,2.77057142857143
11Mar11,2.76928571428571
14Mar11,2.76914285714286
15Mar11,2.77014285714286
16Mar11,2.76942857142857
17Mar11,2.769
18Mar11,2.76685714285714
21Mar11,2.78271428571429
22Mar11,2.78285714285714
23Mar11,2.77814285714286
24Mar11,2.779
25Mar11,2.79042857142857
28Mar11,2.81242857142857
29Mar11,2.81457142857143
30Mar11,2.80857142857143
31Mar11,2.80414285714286
01Abr11,2.80771428571429
04Abr11,2.81185714285714
05Abr11,2.80928571428571
06Abr11,2.81
07Abr11,2.80585714285714
08Abr11,2.79914285714286
11Abr11,2.80128571428571
12Abr11,2.80885714285714
13Abr11,2.81557142857143
14Abr11,2.824
15Abr11,2.82371428571429
18Abr11,2.82314285714286
19Abr11,2.82328571428571
20Abr11,2.82142857142857
21Abr11,n.d.
22Abr11,n.d.
25Abr11,2.824
26Abr11,2.82728571428571
27Abr11,2.83242857142857
28Abr11,2.82342857142857
29Abr11,2.82128571428571
02May11,n.d.
03May11,2.83028571428571
04May11,2.82071428571429
05May11,2.81857142857143
06May11,2.80285714285714
09May11,2.79271428571429
10May11,2.79228571428571
11May11,2.794
12May11,2.78228571428571
13May11,2.76571428571429
16May11,2.75942857142857
17May11,2.76128571428571
18May11,2.75342857142857
19May11,2.75571428571429
20May11,2.75728571428571
23May11,2.75757142857143
24May11,2.752
25May11,2.74957142857143
26May11,2.74814285714286
27May11,2.75228571428571
30May11,2.77085714285714
31May11,2.77014285714286
01Jun11,2.78014285714286
02Jun11,2.76585714285714
03Jun11,2.765
06Jun11,2.79271428571429
07Jun11,2.78814285714286
08Jun11,2.78142857142857
09Jun11,2.76485714285714
10Jun11,2.76442857142857
13Jun11,2.761
14Jun11,2.762
15Jun11,2.76242857142857
16Jun11,2.76257142857143
17Jun11,2.76085714285714
20Jun11,2.75985714285714
21Jun11,2.75557142857143
22Jun11,2.75628571428571
23Jun11,2.761
24Jun11,2.75957142857143
27Jun11,2.759
28Jun11,2.75614285714286
29Jun11,n.d.
30Jun11,2.74957142857143
01Jul11,2.74828571428571
04Jul11,2.75085714285714
05Jul11,2.75
06Jul11,2.74942857142857
07Jul11,2.74385714285714
08Jul11,2.74528571428571
11Jul11,2.74528571428571
12Jul11,2.74328571428571
13Jul11,2.74257142857143
14Jul11,2.742
15Jul11,2.74285714285714
18Jul11,2.73785714285714
19Jul11,2.73742857142857
20Jul11,2.73842857142857
21Jul11,2.73614285714286
22Jul11,2.73757142857143
25Jul11,2.73757142857143
26Jul11,2.73685714285714
27Jul11,2.73885714285714
28Jul11,n.d.
29Jul11,n.d.
01Ago11,2.74371428571429
02Ago11,2.74385714285714
03Ago11,2.74271428571429
04Ago11,2.74257142857143
05Ago11,2.74228571428571
08Ago11,2.75471428571429
09Ago11,2.74828571428571
10Ago11,2.75271428571429
11Ago11,2.74585714285714
12Ago11,2.742
15Ago11,2.74157142857143
16Ago11,2.74157142857143
17Ago11,2.73814285714286
18Ago11,2.74
19Ago11,2.73542857142857
22Ago11,2.73228571428571
23Ago11,2.73285714285714
24Ago11,2.73257142857143
25Ago11,2.73228571428571
26Ago11,2.73142857142857
29Ago11,n.d.
30Ago11,n.d.
31Ago11,2.72771428571429
01Set11,2.72785714285714
02Set11,2.731
05Set11,2.73228571428571
06Set11,2.73128571428571
07Set11,2.726
08Set11,2.72542857142857
09Set11,2.72757142857143
12Set11,2.72971428571429
13Set11,2.73414285714286
14Set11,2.73214285714286
15Set11,2.73114285714286
16Set11,2.73185714285714
19Set11,2.74014285714286
20Set11,2.73985714285714
21Set11,2.75042857142857
22Set11,2.78328571428571
23Set11,2.76785714285714
26Set11,2.77028571428571
27Set11,2.77028571428571
28Set11,2.76728571428571
29Set11,2.76985714285714
30Set11,2.77342857142857
03Oct11,2.77442857142857
04Oct11,2.778
05Oct11,2.77042857142857
06Oct11,2.75371428571429
07Oct11,2.74385714285714
10Oct11,2.73071428571429
11Oct11,2.73085714285714
12Oct11,2.72585714285714
13Oct11,2.74385714285714
14Oct11,2.72114285714286
17Oct11,2.723
18Oct11,2.72328571428571
19Oct11,2.72257142857143
20Oct11,2.72628571428571
21Oct11,2.72128571428571
24Oct11,2.71871428571429
25Oct11,2.717
26Oct11,2.71914285714286
27Oct11,2.709
28Oct11,2.70714285714286
31Oct11,n.d.
01Nov11,n.d.
02Nov11,2.71128571428571
03Nov11,2.70871428571429
04Nov11,2.70757142857143
07Nov11,2.705
08Nov11,2.70328571428571
09Nov11,2.70814285714286
10Nov11,2.70771428571429
11Nov11,2.70328571428571
14Nov11,2.70557142857143
15Nov11,2.70685714285714
16Nov11,2.70228571428571
17Nov11,2.70142857142857
18Nov11,2.70071428571429
21Nov11,2.70271428571429
22Nov11,2.70257142857143
23Nov11,2.70657142857143
24Nov11,2.70757142857143
25Nov11,2.71371428571429
28Nov11,2.709
29Nov11,2.70714285714286
30Nov11,2.70071428571429
01Dic11,2.69971428571429
02Dic11,2.69885714285714
05Dic11,2.698
06Dic11,2.69785714285714
07Dic11,2.69657142857143
08Dic11,n.d.
09Dic11,2.69657142857143
12Dic11,2.70142857142857
13Dic11,2.69714285714286
14Dic11,2.69757142857143
15Dic11,2.69614285714286
16Dic11,2.69742857142857
19Dic11,2.69757142857143
20Dic11,2.69485714285714
21Dic11,2.69471428571429
22Dic11,2.69414285714286
23Dic11,n.d.
26Dic11,2.69442857142857
27Dic11,2.69514285714286
28Dic11,2.69628571428571
29Dic11,2.69714285714286
30Dic11,n.d.
02Ene12,2.698
03Ene12,2.69557142857143
04Ene12,2.69628571428571
05Ene12,2.69471428571429
06Ene12,2.69342857142857
09Ene12,2.69314285714286
10Ene12,2.69214285714286
11Ene12,2.69328571428571
12Ene12,2.69214285714286
13Ene12,2.69442857142857
16Ene12,2.69428571428571
17Ene12,2.69214285714286
18Ene12,2.693
19Ene12,2.69271428571429
20Ene12,2.69271428571429
23Ene12,2.69157142857143
24Ene12,2.69228571428571
25Ene12,2.69357142857143
26Ene12,2.69128571428571
27Ene12,2.69042857142857
30Ene12,2.69042857142857
31Ene12,2.69
01Feb12,2.68914285714286
02Feb12,2.68957142857143
03Feb12,2.68971428571429
06Feb12,2.68857142857143
07Feb12,2.68828571428571
08Feb12,2.688
09Feb12,2.68771428571429
10Feb12,2.68514285714286
13Feb12,n.d.
14Feb12,n.d.
15Feb12,2.685
16Feb12,2.68357142857143
17Feb12,2.68185714285714
20Feb12,2.681
21Feb12,2.68014285714286
22Feb12,2.68042857142857
23Feb12,2.68
24Feb12,2.67928571428571
27Feb12,2.67871428571429
28Feb12,2.678
29Feb12,2.67685714285714
01Mar12,2.675
02Mar12,2.67585714285714
05Mar12,2.675
06Mar12,2.67571428571429
07Mar12,2.67442857142857
08Mar12,2.67171428571429
09Mar12,2.66971428571429
12Mar12,2.66885714285714
13Mar12,2.66985714285714
14Mar12,2.67028571428571
15Mar12,2.67257142857143
16Mar12,2.671
19Mar12,2.671
20Mar12,2.67171428571429
21Mar12,2.67171428571429
22Mar12,2.67
23Mar12,2.67
26Mar12,2.67028571428571
27Mar12,2.67085714285714
28Mar12,2.66928571428571
29Mar12,2.66857142857143
30Mar12,2.66814285714286
02Abr12,2.66771428571429
03Abr12,2.66771428571429
04Abr12,2.66742857142857
05Abr12,n.d.
06Abr12,n.d.
09Abr12,2.66742857142857
10Abr12,2.66642857142857
11Abr12,2.66457142857143
12Abr12,2.66057142857143
13Abr12,2.65828571428571
16Abr12,2.657
17Abr12,2.65628571428571
18Abr12,2.65514285714286
19Abr12,2.65428571428571
20Abr12,2.65242857142857
23Abr12,2.65271428571429
24Abr12,2.651
25Abr12,2.64971428571429
26Abr12,2.64585714285714
27Abr12,2.63885714285714
30Abr12,n.d.
01May12,n.d.
02May12,2.63728571428571
03May12,2.64028571428571
04May12,2.64385714285714
07May12,2.63957142857143
08May12,2.64342857142857
09May12,2.64642857142857
10May12,2.64857142857143
11May12,2.65571428571429
14May12,2.666
15May12,2.67
16May12,2.66714285714286
17May12,2.67214285714286
18May12,2.66842857142857
21May12,2.67085714285714
22May12,2.67328571428571
23May12,2.69128571428571
24May12,2.695
25May12,2.70028571428571
28May12,2.69842857142857
29May12,2.70014285714286
30May12,2.70528571428571
31May12,2.70985714285714
01Jun12,2.70857142857143
04Jun12,2.705
05Jun12,2.701
06Jun12,2.68328571428571
07Jun12,2.67542857142857
08Jun12,2.684
11Jun12,2.68185714285714
12Jun12,2.685
13Jun12,2.67885714285714
14Jun12,2.67185714285714
15Jun12,2.66285714285714
18Jun12,2.64728571428571
19Jun12,2.639
20Jun12,2.64185714285714
21Jun12,2.65214285714286
22Jun12,2.653
25Jun12,2.66185714285714
26Jun12,2.66414285714286
27Jun12,2.66385714285714
28Jun12,2.672
29Jun12,n.d.
02Jul12,2.65314285714286
03Jul12,2.64557142857143
04Jul12,2.64685714285714
05Jul12,2.65057142857143
06Jul12,2.65057142857143
09Jul12,2.64
10Jul12,2.63442857142857
11Jul12,2.63328571428571
12Jul12,2.63485714285714
13Jul12,2.62628571428571
16Jul12,2.62385714285714
17Jul12,2.61928571428571
18Jul12,2.621
19Jul12,2.62028571428571
20Jul12,2.63214285714286
23Jul12,2.64971428571429
24Jul12,2.63985714285714
25Jul12,2.63828571428571
26Jul12,2.63014285714286
27Jul12,n.d.
30Jul12,2.625
31Jul12,2.62885714285714
01Ago12,2.62514285714286
02Ago12,2.629
03Ago12,2.62228571428571
06Ago12,2.61985714285714
07Ago12,2.62042857142857
08Ago12,2.618
09Ago12,2.61685714285714
10Ago12,2.61857142857143
13Ago12,2.61714285714286
14Ago12,2.61614285714286
15Ago12,2.61514285714286
16Ago12,2.614
17Ago12,2.613
20Ago12,2.613
21Ago12,2.61185714285714
22Ago12,2.61442857142857
23Ago12,2.61528571428571
24Ago12,2.61371428571429
27Ago12,2.612
28Ago12,2.61166666666667
29Ago12,2.61028571428571
30Ago12,n.d.
31Ago12,n.d.
03Set12,2.60828571428571
04Set12,2.60871428571429
05Set12,2.61171428571429
06Set12,2.61042857142857
07Set12,2.609
10Set12,2.60885714285714
11Set12,2.60742857142857
12Set12,2.60557142857143
13Set12,2.60357142857143
14Set12,2.59614285714286
17Set12,2.60028571428571
18Set12,2.60271428571429
19Set12,2.60228571428571
20Set12,2.60328571428571
21Set12,2.60014285714286
24Set12,2.59871428571429
25Set12,2.59614285714286
26Set12,2.59785714285714
27Set12,2.59471428571429
28Set12,2.59828571428571
01Oct12,n.d.
02Oct12,n.d.
03Oct12,2.59857142857143
04Oct12,2.59657142857143
05Oct12,2.59357142857143
08Oct12,n.d.
09Oct12,2.58728571428571
10Oct12,2.586
11Oct12,2.58614285714286
12Oct12,2.58714285714286
15Oct12,2.58457142857143
16Oct12,2.58228571428571
17Oct12,2.58142857142857
18Oct12,2.57914285714286
19Oct12,2.57985714285714
22Oct12,2.57842857142857
23Oct12,2.58128571428571
24Oct12,2.58214285714286
25Oct12,2.586
26Oct12,2.60028571428571
29Oct12,2.60385714285714
30Oct12,2.59785714285714
31Oct12,2.59357142857143
01Nov12,n.d.
02Nov12,n.d.
05Nov12,2.60428571428571
06Nov12,2.60685714285714
07Nov12,2.60357142857143
08Nov12,2.60685714285714
09Nov12,2.61285714285714
12Nov12,2.61314285714286
13Nov12,2.61542857142857
14Nov12,2.60557142857143
15Nov12,2.60485714285714
16Nov12,2.60685714285714
19Nov12,2.59985714285714
20Nov12,2.59857142857143
21Nov12,2.59785714285714
22Nov12,2.59014285714286
23Nov12,2.58857142857143
26Nov12,2.58942857142857
27Nov12,2.58771428571429
28Nov12,2.589
29Nov12,2.58228571428571
30Nov12,2.57914285714286
03Dic12,2.57828571428571
04Dic12,2.57985714285714
05Dic12,2.57925
06Dic12,2.57842857142857
07Dic12,2.57485714285714
10Dic12,2.574
11Dic12,2.57228571428571
12Dic12,2.57028571428571
13Dic12,2.56585714285714
14Dic12,2.564
17Dic12,2.56157142857143
18Dic12,2.56242857142857
19Dic12,2.56285714285714
20Dic12,2.56257142857143
21Dic12,2.56328571428571
24Dic12,n.d.
25Dic12,n.d.
26Dic12,2.55671428571429
27Dic12,2.55
28Dic12,2.55028571428571
31Dic12,n.d.
01Ene13,n.d.
02Ene13,2.54971428571429
03Ene13,2.551
04Ene13,2.54642857142857
07Ene13,2.54671428571429
08Ene13,2.54771428571429
09Ene13,2.54971428571429
10Ene13,2.55071428571429
11Ene13,2.54914285714286
14Ene13,2.53985714285714
15Ene13,2.541
16Ene13,2.54585714285714
17Ene13,2.547
18Ene13,2.55328571428571
21Ene13,2.55185714285714
22Ene13,2.55457142857143
23Ene13,2.553
24Ene13,2.555
25Ene13,2.55714285714286
28Ene13,2.56028571428571
29Ene13,2.56271428571429
30Ene13,2.56085714285714
31Ene13,2.58085714285714
01Feb13,2.57242857142857
04Feb13,2.57885714285714
05Feb13,2.57614285714286
06Feb13,2.57814285714286
07Feb13,2.579
08Feb13,2.57957142857143
11Feb13,n.d.
12Feb13,2.57828571428571
13Feb13,2.57085714285714
14Feb13,2.56828571428571
15Feb13,2.57028571428571
18Feb13,2.57614285714286
19Feb13,2.58285714285714
20Feb13,2.58385714285714
21Feb13,2.58585714285714
22Feb13,2.584
25Feb13,2.58228571428571
26Feb13,2.585
27Feb13,2.58114285714286
28Feb13,2.588
01Mar13,2.59485714285714
04Mar13,2.59828571428571
05Mar13,2.595
06Mar13,2.59871428571429
07Mar13,2.604
08Mar13,2.60085714285714
11Mar13,2.59785714285714
12Mar13,2.59285714285714
13Mar13,2.59385714285714
14Mar13,2.59371428571429
15Mar13,2.59271428571429
18Mar13,2.598
19Mar13,2.59571428571429
20Mar13,2.59314285714286
21Mar13,2.59357142857143
22Mar13,2.59157142857143
25Mar13,2.58742857142857
26Mar13,2.58471428571429
27Mar13,2.59057142857143
28Mar13,n.d.
29Mar13,n.d.
01Abr13,2.59042857142857
02Abr13,2.58757142857143
03Abr13,2.58585714285714
04Abr13,2.58585714285714
05Abr13,2.58471428571429
08Abr13,2.57828571428571
09Abr13,2.577
10Abr13,2.57728571428571
11Abr13,2.58142857142857
12Abr13,2.58657142857143
15Abr13,2.59257142857143
16Abr13,2.58885714285714
17Abr13,2.59228571428571
18Abr13,2.59185714285714
19Abr13,2.59314285714286
22Abr13,2.59757142857143
23Abr13,2.60671428571429
24Abr13,2.62442857142857
25Abr13,2.62314285714286
26Abr13,2.63085714285714
29Abr13,2.64785714285714
30Abr13,2.64457142857143
01May13,n.d.
02May13,2.64928571428571
03May13,2.62785714285714
06May13,2.62114285714286
07May13,2.61285714285714
08May13,2.61642857142857
09May13,2.60942857142857
10May13,2.604
13May13,2.60142857142857
14May13,2.60057142857143
15May13,2.616
16May13,2.63171428571429
17May13,2.64628571428571
20May13,2.645
21May13,2.64614285714286
22May13,2.65157142857143
23May13,2.67014285714286
24May13,2.678
27May13,2.67614285714286
28May13,2.67814285714286
29May13,2.69014285714286
30May13,2.71785714285714
31May13,2.73542857142857
03Jun13,2.72785714285714
04Jun13,2.712
05Jun13,2.71457142857143
06Jun13,2.73685714285714
07Jun13,2.72971428571429
10Jun13,2.751
11Jun13,2.75885714285714
12Jun13,2.74428571428571
13Jun13,2.72757142857143
14Jun13,2.72471428571429
17Jun13,2.73485714285714
18Jun13,2.74971428571429
19Jun13,2.74257142857143
20Jun13,2.79
21Jun13,2.78585714285714
24Jun13,2.78857142857143
25Jun13,2.783
26Jun13,2.78185714285714
27Jun13,2.78171428571429
28Jun13,n.d.
01Jul13,2.78171428571429
02Jul13,2.78714285714286
03Jul13,2.78685714285714
04Jul13,2.78342857142857
05Jul13,2.79328571428571
08Jul13,2.78314285714286
09Jul13,2.772
10Jul13,2.78357142857143
11Jul13,2.77542857142857
12Jul13,2.77071428571429
15Jul13,2.76671428571429
16Jul13,2.76114285714286
17Jul13,2.75857142857143
18Jul13,2.76728571428571
19Jul13,2.77171428571429
22Jul13,2.77271428571429
23Jul13,2.77
24Jul13,2.785
25Jul13,2.78814285714286
26Jul13,2.78685714285714
29Jul13,n.d.
30Jul13,n.d.
31Jul13,2.79357142857143
01Ago13,2.796
02Ago13,2.78942857142857
05Ago13,2.792
06Ago13,2.79571428571429
07Ago13,2.80042857142857
08Ago13,2.79357142857143
09Ago13,2.79328571428571
12Ago13,2.79728571428571
13Ago13,2.79828571428571
14Ago13,2.79671428571429
15Ago13,2.79957142857143
16Ago13,2.79785714285714
19Ago13,2.80271428571429
20Ago13,2.81985714285714
21Ago13,2.82042857142857
22Ago13,2.81
23Ago13,2.81314285714286
26Ago13,2.81314285714286
27Ago13,2.81414285714286
28Ago13,2.80957142857143
29Ago13,2.80771428571429
30Ago13,n.d.
02Set13,2.80828571428571
03Set13,2.81028571428571
04Set13,2.80785714285714
05Set13,2.80985714285714
06Set13,2.80528571428571
09Set13,2.799
10Set13,2.79657142857143
11Set13,2.78585714285714
12Set13,2.77157142857143
13Set13,2.77457142857143
16Set13,2.76357142857143
17Set13,2.771
18Set13,2.77157142857143
19Set13,2.74557142857143
20Set13,2.74357142857143
23Set13,2.74685714285714
24Set13,2.757
25Set13,2.76742857142857
26Set13,2.76714285714286
27Set13,2.77971428571429
30Set13,2.78428571428571
01Oct13,2.784
02Oct13,2.77985714285714
03Oct13,2.77857142857143
04Oct13,2.77928571428571
07Oct13,n.d.
08Oct13,n.d.
09Oct13,2.78714285714286
10Oct13,2.78228571428571
11Oct13,2.77242857142857
14Oct13,2.77171428571429
15Oct13,2.77028571428571
16Oct13,2.76228571428571
17Oct13,2.75628571428571
18Oct13,2.76528571428571
21Oct13,2.777
22Oct13,2.76314285714286
23Oct13,2.765
24Oct13,2.764
25Oct13,2.75985714285714
28Oct13,2.76128571428571
29Oct13,2.75885714285714
30Oct13,2.75928571428571
31Oct13,2.77271428571429
01Nov13,n.d.
04Nov13,2.77742857142857
05Nov13,2.79257142857143
06Nov13,2.78985714285714
07Nov13,2.79428571428571
08Nov13,2.80614285714286
11Nov13,2.80071428571429
12Nov13,2.79971428571429
13Nov13,2.79957142857143
14Nov13,2.79971428571429
15Nov13,2.80014285714286
18Nov13,2.80028571428571
19Nov13,2.80242857142857
20Nov13,2.80228571428571
21Nov13,2.80357142857143
22Nov13,2.80271428571429
25Nov13,2.80385714285714
26Nov13,2.80442857142857
27Nov13,2.802
28Nov13,2.80271428571429
29Nov13,2.80157142857143
02Dic13,2.80228571428572
03Dic13,2.805
04Dic13,2.80428571428571
05Dic13,2.80257142857143
06Dic13,2.799
09Dic13,2.793
10Dic13,2.79257142857143
11Dic13,2.793
12Dic13,2.78585714285714
13Dic13,2.77057142857143
16Dic13,2.76471428571429
17Dic13,2.76557142857143
18Dic13,2.78328571428571
19Dic13,2.784
20Dic13,2.771
23Dic13,2.76757142857143
24Dic13,2.78485714285714
25Dic13,n.d.
26Dic13,2.78671428571429
27Dic13,2.78714285714286
30Dic13,2.79785714285714
31Dic13,n.d.
01Ene14,n.d.
02Ene14,2.80542857142857
03Ene14,2.80771428571429
06Ene14,2.80871428571429
07Ene14,2.80157142857143
08Ene14,2.80457142857143
09Ene14,2.80228571428571
10Ene14,2.79785714285714
13Ene14,2.79957142857143
14Ene14,2.801
15Ene14,2.80571428571429
16Ene14,2.81014285714286
17Ene14,2.807
20Ene14,2.80985714285714
21Ene14,2.80957142857143
22Ene14,2.80771428571429
23Ene14,2.81028571428571
24Ene14,2.821
27Ene14,2.82214285714286
28Ene14,2.82242857142857
29Ene14,2.82442857142857
30Ene14,2.81871428571429
31Ene14,2.82242857142857
03Feb14,2.824
04Feb14,2.824
05Feb14,2.82442857142857
06Feb14,2.82328571428571
07Feb14,2.82042857142857
10Feb14,2.81957142857143
11Feb14,2.81785714285714
12Feb14,2.816
13Feb14,2.81785714285714
14Feb14,2.81285714285714
17Feb14,2.80414285714286
18Feb14,2.80785714285714
19Feb14,2.80871428571429
20Feb14,2.80928571428571
21Feb14,2.80714285714286
24Feb14,2.80685714285714
25Feb14,2.80742857142857
26Feb14,2.80985714285714
27Feb14,2.80342857142857
28Feb14,2.79942857142857
03Mar14,2.80428571428571
04Mar14,2.801
05Mar14,2.79871428571429
06Mar14,2.79914285714286
07Mar14,2.803
10Mar14,2.80471428571429
11Mar14,2.80214285714286
12Mar14,2.80628571428571
13Mar14,2.80614285714286
14Mar14,2.80414285714286
17Mar14,2.80771428571429
18Mar14,2.81028571428571
19Mar14,2.81471428571429
20Mar14,2.81385714285714
21Mar14,2.81042857142857
24Mar14,2.81057142857143
25Mar14,2.81214285714286
26Mar14,2.812
27Mar14,2.81142857142857
28Mar14,2.81085714285714
31Mar14,2.80942857142857
01Abr14,2.807
02Abr14,2.80828571428571
03Abr14,2.81214285714286
04Abr14,2.80914285714286
07Abr14,2.80414285714286
08Abr14,2.79071428571429
09Abr14,2.79585714285714
10Abr14,2.78585714285714
11Abr14,2.78471428571429
14Abr14,2.77528571428571
15Abr14,2.77571428571429
16Abr14,2.78071428571429
17Abr14,n.d.
18Abr14,n.d.
21Abr14,2.77714285714286
22Abr14,2.78342857142857
23Abr14,2.79128571428571
24Abr14,2.79128571428571
25Abr14,2.80371428571429
28Abr14,2.80757142857143
29Abr14,2.80842857142857
30Abr14,2.808
01May14,n.d.
02May14,2.80414285714286
05May14,2.80528571428571
06May14,2.80228571428571
07May14,2.80128571428571
08May14,2.78914285714286
09May14,2.78914285714286
12May14,2.78585714285714
13May14,2.78528571428571
14May14,2.78514285714286
15May14,2.78685714285714
16May14,2.78585714285714
19May14,2.78828571428571
20May14,2.79171428571429
21May14,2.78885714285714
22May14,2.78857142857143
23May14,2.787
26May14,2.78871428571429
27May14,2.78628571428571
28May14,2.77457142857143
29May14,2.75957142857143
30May14,2.767
02Jun14,2.77414285714286
03Jun14,2.77942857142857
04Jun14,2.78628571428571
05Jun14,2.78528571428571
06Jun14,2.78428571428571
09Jun14,2.78771428571429
10Jun14,2.79071428571429
11Jun14,2.798
12Jun14,2.79628571428571
13Jun14,2.79357142857143
16Jun14,2.79614285714286
17Jun14,2.80328571428571
18Jun14,2.80242857142857
19Jun14,2.80014285714286
20Jun14,2.808
23Jun14,2.804
24Jun14,2.80414285714286
25Jun14,2.80428571428571
26Jun14,2.80585714285714
27Jun14,2.801
30Jun14,2.79642857142857
01Jul14,2.79728571428571
02Jul14,2.79585714285714
03Jul14,2.784
04Jul14,2.77685714285714
07Jul14,2.77385714285714
08Jul14,2.784
09Jul14,2.78428571428571
10Jul14,2.78228571428571
11Jul14,2.78742857142857
14Jul14,2.78428571428571
15Jul14,2.784
16Jul14,2.784
17Jul14,2.79242857142857
18Jul14,2.791
21Jul14,2.79328571428571
22Jul14,2.78771428571429
23Jul14,2.78814285714286
24Jul14,2.786
25Jul14,2.78642857142857
28Jul14,n.d.
29Jul14,n.d.
30Jul14,2.79128571428571
31Jul14,2.79728571428571
01Ago14,2.79814285714286
04Ago14,2.80242857142857
05Ago14,2.81428571428571
06Ago14,2.81114285714286
07Ago14,2.81057142857143
08Ago14,2.80185714285714
11Ago14,2.791
12Ago14,2.79014285714286
13Ago14,2.79485714285714
14Ago14,2.79371428571429
15Ago14,2.79914285714286
18Ago14,2.81828571428571
19Ago14,2.82028571428571
20Ago14,2.82757142857143
21Ago14,2.82371428571429
22Ago14,2.82871428571429
25Ago14,2.83442857142857
26Ago14,2.83414285714286
27Ago14,2.84157142857143
28Ago14,2.84771428571429
29Ago14,2.84428571428571
01Set14,2.85114285714286
02Set14,2.85385714285714
03Set14,2.85114285714286
04Set14,2.85485714285714
05Set14,2.84971428571429
08Set14,2.85242857142857
09Set14,2.85928571428571
10Set14,2.85542857142857
11Set14,2.85671428571429
12Set14,2.86128571428571
15Set14,2.86157142857143
16Set14,2.85871428571429
17Set14,2.86028571428571
18Set14,2.86342857142857
19Set14,2.86514285714286
22Set14,2.87142857142857
23Set14,2.87471428571429
24Set14,2.87728571428571
25Set14,2.87957142857143
26Set14,2.89871428571429
29Set14,2.89514285714286
30Set14,2.89228571428571
01Oct14,2.89142857142857
02Oct14,2.89828571428571
03Oct14,2.90642857142857
06Oct14,2.90257142857143
07Oct14,2.90442857142857
08Oct14,n.d.
09Oct14,2.906
10Oct14,2.90671428571429
13Oct14,2.90442857142857
14Oct14,2.90528571428571
15Oct14,2.90757142857143
16Oct14,2.90857142857143
17Oct14,2.90357142857143
20Oct14,2.90442857142857
21Oct14,2.90128571428571
22Oct14,2.906
23Oct14,2.90742857142857
24Oct14,2.91014285714286
27Oct14,2.91557142857143
28Oct14,2.91642857142857
29Oct14,2.91485714285714
30Oct14,2.91814285714286
31Oct14,2.92385714285714
03Nov14,2.92457142857143
04Nov14,2.92871428571429
05Nov14,2.92971428571429
06Nov14,2.93114285714286
07Nov14,2.92885714285714
10Nov14,2.92942857142857
11Nov14,2.93142857142857
12Nov14,2.93514285714286
13Nov14,2.935
14Nov14,2.93514285714286
17Nov14,2.93228571428571
18Nov14,2.92942857142857
19Nov14,2.929
20Nov14,2.925
21Nov14,2.91771428571429
24Nov14,2.91614285714286
25Nov14,2.91671428571429
26Nov14,2.91357142857143
27Nov14,2.91242857142857
28Nov14,2.91971428571429
01Dic14,2.92814285714286
02Dic14,2.94028571428571
03Dic14,2.94185714285714
04Dic14,2.94757142857143
05Dic14,2.95342857142857
08Dic14,n.d.
09Dic14,2.96485714285714
10Dic14,2.96242857142857
11Dic14,2.97214285714286
12Dic14,2.96385714285714
15Dic14,2.96357142857143
16Dic14,2.97128571428571
17Dic14,2.96114285714286
18Dic14,2.94285714285714
19Dic14,2.94885714285714
22Dic14,2.97571428571429
23Dic14,2.97714285714286
24Dic14,2.97785714285714
25Dic14,n.d.
26Dic14,2.97571428571429
29Dic14,2.98714285714286
30Dic14,2.99014285714286
31Dic14,2.983
01Ene15,n.d.
02Ene15,n.d.
05Ene15,2.99085714285714
06Ene15,2.98428571428571
07Ene15,2.98785714285714
08Ene15,2.98942857142857
09Ene15,2.98571428571429
12Ene15,2.98971428571429
13Ene15,2.98528571428571
14Ene15,2.99485714285714
15Ene15,2.997
16Ene15,3.01242857142857
19Ene15,3.01157142857143
20Ene15,3.01028571428571
21Ene15,3.01057142857143
22Ene15,3.00514285714286
23Ene15,3.01657142857143
26Ene15,3.021
27Ene15,3.023
28Ene15,3.02914285714286
29Ene15,3.04228571428571
30Ene15,3.059
02Feb15,3.06042857142857
03Feb15,3.05828571428571
04Feb15,3.06285714285714
05Feb15,3.06157142857143
06Feb15,3.06785714285714
09Feb15,3.06742857142857
10Feb15,3.07514285714286
11Feb15,3.09242857142857
12Feb15,3.07957142857143
13Feb15,3.072
16Feb15,3.08585714285714
17Feb15,3.08414285714286
18Feb15,3.08614285714286
19Feb15,3.08742857142857
20Feb15,3.08728571428572
23Feb15,3.09128571428571
24Feb15,3.094
25Feb15,3.09628571428571
26Feb15,3.09314285714286
27Feb15,3.09485714285714
02Mar15,3.097
03Mar15,3.092
04Mar15,3.09428571428571
05Mar15,3.09671428571429
06Mar15,3.10085714285714
09Mar15,3.099
10Mar15,3.09942857142857
11Mar15,3.10014285714286
12Mar15,3.09828571428571
13Mar15,3.10171428571429
16Mar15,3.09657142857143
17Mar15,3.098
18Mar15,3.09928571428571
19Mar15,3.09685714285714
20Mar15,3.08971428571429
23Mar15,3.07785714285714
24Mar15,3.07328571428571
25Mar15,3.06785714285714
26Mar15,3.08157142857143
27Mar15,3.09142857142857
30Mar15,3.09642857142857
31Mar15,3.09885714285714
01Abr15,3.095
